1 8.840988 -0.7765538 5.2119346
2 10.693322 1.3662052 5.3242908
3 1.6159301 1.8064995 -0.27138004
4 1.8892474 0.84289026 1.1640315
5 19.634157 1.273606 10.025798
6 12.081877 0.5939875 4.9109597
7 20.291239 1.2454996 10.072135
8 20.333668 -0.6378313 10.290687
9 1.6389576 0.8837965 1.3142129
10 2.2812343 3.1450808 0.23675314
11 -0.69222087 1.1419488 1.1379284
12 9.514933 1.1860658 5.0218225
13 19.50326 2.9354851 9.80221
14 2.7232351 1.4178349 2.1556294
15 10.036323 -0.08975703 4.9805236
16 20.09605 -0.605738 9.939329
17 20.30226 0.06985328 9.872285
18 9.715425 1.2176025 4.7289777
19 9.529416 0.37319273 4.928564
20 19.738783 0.74829763 9.916399
21 8.533494 0.7710179 4.8510065
22 1.4577208 -1.0157088 -0.37380356
23 20.58101 0.9040479 10.057481
24 20.44827 -0.112708114 9.948644
25 10.143541 -0.33620632 5.330413
26 0.8216189 1.4679676 1.416757
27 19.790726 1.5791754 9.922642
28 2.3377938 0.7261054 -0.6531309
29 1.3331653 1.2510346 -0.4485137
30 19.821512 1.2376094 10.040194
31 20.65617 0.61513734 10.003088
32 20.79034 0.50285155 10.005862
33 2.6156428 -0.21190612 0.7121999
34 20.01953 -0.95201534 10.0176935
35 18.99452 1.4915712 10.055615
36 10.161116 1.0037715 4.633967
37 2.7961106 0.69444764 2.31671
38 18.744345 0.9560246 10.166631
39 2.754764 -0.23723544 0.6696581
40 2.8959777 0.3763019 0.7539539
41 20.428907 1.4970993 10.084762
42 19.42498 1.2218723 9.861631
43 20.903667 1.6310517 10.105248
44 21.453388 0.8999729 10.136472
45 2.9341114 1.0782448 1.3454385
46 9.983879 1.2451259 5.167165
47 18.380007 1.8269379 9.953917
48 9.39491 0.024156855 4.671668
49 1.7803646 0.5476647 2.054895
50 9.131333 1.1201274 5.129416
51 1.8296078 0.8725434 1.2504954
52 2.5614238 1.4830155 1.4357469
53 20.593317 -0.32290128 9.87071
54 10.802262 1.1545027 5.1025662
55 20.362198 0.3222744 9.950555
56 19.961088 1.1846589 10.046738
57 3.1189678 0.1628135 2.3801382
58 11.01193 2.3224785 4.99294
59 20.038076 0.47266817 9.9587
60 20.147837 0.6541649 10.174383
61 21.126417 0.6734795 9.74773
62 19.452883 0.70195174 10.003618
63 9.543733 1.5091994 4.9299173
64 0.58044535 0.730189 0.7274023
65 9.905205 1.7688864 4.978074
66 0.45233104 2.5108635 1.1414349
67 10.80754 0.40750116 5.232707
68 2.271399 -0.039293323 -0.48053926
69 0.38071674 0.4948742 1.0351924
70 0.5096061 -0.51617634 0.7196803
71 9.304703 1.8499473 5.1211762
72 -0.31078294 1.1710951 -0.02141382
73 9.483948 0.71735454 5.0237927
74 9.6783695 1.2483237 4.8984785
75 18.131363 0.4919883 9.8376465
76 0.6828658 0.16129582 1.175383
77 2.9214253 2.285912 1.2972395
78 3.5486145 -1.2418548 0.1615314
79 9.360104 -0.63736886 4.961162
80 10.306944 1.6443462 4.759143
81 3.1225376 1.1424865 1.5538613
82 20.876425 0.9602084 10.102806
83 1.4225624 2.1407838 0.9157001
84 11.077126 2.338553 4.801395
85 3.0549977 2.1450999 0.23881456
86 21.244442 -0.39580113 9.800031
87 20.507229 -0.23846942 9.965406
88 2.658759 0.11741746 1.2632507
89 -0.031324543 1.7291701 0.24328554
90 20.15864 1.3933766 9.963327
91 2.197414 0.68668246 0.3836159
92 9.838109 2.493779 5.31277
93 10.041375 0.7688751 5.0527997
94 20.659086 2.1931083 9.888657
95 2.5662286 0.6570147 1.0752405
96 11.431663 1.7107708 5.1038456
97 21.094486 0.49074334 9.980046
98 20.98883 1.1619161 9.872742
99 19.355846 2.5676465 9.872509
100 0.9213693 1.8576375 1.4430625
101 19.086601 0.8351103 9.875277
102 20.098 -0.37952334 10.089086
103 19.456478 1.3632619 10.159328
104 9.553955 2.4442918 4.535867
105 18.647825 0.51679045 9.970707
106 1.1944947 1.3411127 0.2197605
107 10.041212 1.0552984 5.172718
108 20.149267 -0.059551135 9.918155
109 3.2763455 1.0076574 0.021096941
110 10.556093 1.2024914 5.25512
111 1.7033389 2.5204663 0.70726377
112 20.370077 0.5128743 9.988251
113 1.685041 0.7706684 0.49672985
114 7.9599576 3.3952177 4.7564425
115 19.873322 0.057451114 10.022419
116 11.232848 1.453104 5.3564534
117 18.904528 -0.39401537 10.182007
118 20.517082 2.0743928 10.160325
119 1.4172512 0.37236333 1.9426544
120 9.565358 1.5803115 5.172047
121 2.5644286 1.7444723 1.1366966
122 2.4652674 -0.55282646 2.2337813
123 0.41423112 2.776493 1.1650867
124 9.88573 1.9824437 4.821959
125 2.7201126 0.6015065 1.5893874
126 1.3387147 0.75283957 1.4310718
127 21.43938 0.12244007 9.9552
128 10.344176 2.5885766 4.898873
129 9.839395 0.48328736 5.1924586
130 21.25418 0.8443614 10.212313
131 1.1296738 -1.42103 1.1574516
132 2.1229484 1.1089592 1.5469822
133 2.4458528 0.92272204 0.1106329
134 19.930054 -0.26533315 10.079147
135 18.62651 2.074363 9.988701
136 19.775581 -0.536366 9.965531
137 21.316612 0.8446664 10.058306
138 2.3342519 1.3408475 0.95947784
139 20.175388 2.0709577 10.103576
140 10.501698 0.23000084 5.1688576
141 20.93729 -0.53178483 10.159092
142 20.453297 1.6145328 9.866545
143 18.716045 0.5830698 9.919092
144 8.183146 1.7614965 5.204091
145 0.81339496 1.1532804 -0.45382395
146 0.48465446 3.283537 2.620748
147 0.25227278 0.4741466 0.80232054
148 9.043854 2.1365807 4.880903
149 3.6517367 1.9464338 0.2390643
150 3.4978087 1.0226226 1.7807443
151 19.414255 1.841829 10.186605
152 2.7398102 -0.09473368 1.9590297
153 0.43964443 -0.31444362 -0.22957754
154 20.850718 2.098802 9.844052
155 1.8450136 1.5437645 0.681687
156 1.7644247 0.9148479 -0.004441817
157 2.0416112 0.6830597 1.3924454
158 2.4987314 0.20840758 2.4031832
159 1.0194099 2.3385112 1.4436855
160 1.5955607 1.2616953 0.71156627
161 2.7075438 1.5469018 1.7046995
162 19.5914 0.14386092 9.961719
163 19.763325 0.7141554 10.044705
164 18.563017 0.7073728 9.893497
165 3.0383284 1.9052013 0.8481239
166 9.64998 0.11264108 4.7994637
167 1.7759982 1.9009624 1.0982507
168 9.476705 0.9709323 4.9498615
169 19.310432 0.6121908 10.254508
170 1.3769313 1.0303816 0.3327429
171 -0.8803762 0.4072396 0.20752122
172 20.406506 2.055857 10.078551
